loss,val_loss
0.8892384767532349,0.6103255152702332
0.8139501214027405,0.5162908434867859
0.9500772953033447,0.46338653564453125
0.8643440008163452,0.6889730095863342
0.7022952437400818,0.6096372604370117
0.6832656860351562,0.44650810956954956
0.6421785950660706,0.4156761169433594
0.7703597545623779,0.3910190761089325
0.6185169219970703,0.350459486246109
0.7244870662689209,0.3616170883178711
0.7054002285003662,0.4931766390800476
0.6303907036781311,0.8685564398765564
0.6079908013343811,0.3068147301673889
0.4944606125354767,0.2877725064754486
0.4717227518558502,0.28380146622657776
0.48853224515914917,0.32169637084007263
0.4634297490119934,0.30083227157592773
0.44485849142074585,0.2673531770706177
0.42073890566825867,0.27001598477363586
0.3673601746559143,0.2714909315109253
0.4067482650279999,0.3173842430114746
0.3067578375339508,0.3620096743106842
0.35398343205451965,0.242604061961174
0.29258376359939575,0.20339824259281158
0.2710224390029907,0.20415642857551575
0.27297884225845337,0.23703154921531677
0.2613653838634491,0.20774607360363007
0.2436010092496872,0.22878606617450714
0.28273165225982666,0.18831075727939606
0.24067069590091705,0.19827181100845337
0.2011919915676117,0.2367096245288849
0.23845699429512024,0.25796815752983093
0.2296438217163086,0.18518111109733582
0.21960271894931793,0.1898072510957718
0.19738315045833588,0.1951567828655243
0.16595293581485748,0.20304250717163086
0.174621120095253,0.23133206367492676
0.16014127433300018,0.22779621183872223
0.18461580574512482,0.1525535136461258
0.14043354988098145,0.13913850486278534
0.138329416513443,0.12873905897140503
0.11360252648591995,0.1275090128183365
0.13034601509571075,0.12035208195447922
0.15455955266952515,0.16337411105632782
0.1443319469690323,0.12728410959243774
0.1278974562883377,0.140806183218956
0.15171527862548828,0.11981965601444244
0.08789018541574478,0.14405874907970428
0.09377948939800262,0.1921013444662094
0.12524864077568054,0.1546282172203064
0.11265464127063751,0.12461601942777634
0.14773526787757874,0.1320362538099289
0.10416184365749359,0.10266650468111038
0.1079917624592781,0.10873016715049744
0.11618950217962265,0.09503086656332016
0.09658753871917725,0.09724576026201248
0.08808755874633789,0.0939788967370987
0.10069730132818222,0.09279218316078186
0.0693211480975151,0.08855712413787842
0.0789172500371933,0.0934007465839386
0.06747976690530777,0.12787117063999176
0.10435404628515244,0.12818564474582672
0.09326145052909851,0.0957585945725441
0.08308878540992737,0.0808175653219223
0.06438514590263367,0.09767501801252365
0.06802212446928024,0.0849476158618927
0.06108452007174492,0.10223089903593063
0.05094828084111214,0.09018255025148392
0.05151597037911415,0.07335317879915237
0.051072653383016586,0.0603996142745018
0.0576767697930336,0.062162842601537704
0.04095423221588135,0.06804145127534866
0.04928473383188248,0.0846170112490654
0.06274154037237167,0.05957026034593582
0.036946363747119904,0.06293466687202454
0.04260021075606346,0.06308644264936447
0.03855155408382416,0.05437463894486427
0.05282135680317879,0.0832347720861435
0.04997556284070015,0.053542718291282654
0.05889304354786873,0.059973087161779404
0.047952987253665924,0.05930865928530693
0.06030651554465294,0.0825728252530098
0.06980534642934799,0.0984993427991867
0.07263107597827911,0.05605928972363472
0.05714883282780647,0.061313554644584656
0.05212089791893959,0.04225879907608032
0.032686974853277206,0.0583934560418129
0.03363459184765816,0.040133364498615265
0.030560525134205818,0.039703886955976486
0.03333444520831108,0.0379081629216671
0.02935696952044964,0.05818047374486923
0.03931624814867973,0.0373755507171154
0.0264802984893322,0.03502877801656723
0.031726982444524765,0.0444035567343235
0.028606772422790527,0.04458792880177498
0.024467896670103073,0.036558158695697784
0.02546536549925804,0.028590040281414986
0.025105785578489304,0.03843500837683678
0.02319539710879326,0.03402261435985565
0.0249386727809906,0.02703414298593998
